url,alexa,class,id,quote,quoteDoc,quoteText,title,source,binding,score,point,case
https://www.blizzard.com,1775.0,E,10560,,End User License Agreement,"You further represent and warrant that you will not use or contribute User Content that is unlawful, ",Users agree not to submit illegal content,,True,10.0,neutral,Users agree not to submit illegal content
https://www.blizzard.com,1775.0,E,10562,,End User License Agreement," threatening, harassing, abusive, hateful, racist or otherwise objectionable or inappropriate.","Users agree not to submit libelous, harassing or threatening content",,True,20.0,neutral,"Users agree not to submit libelous, harassing or threatening content"
https://www.blizzard.com,1775.0,E,10563,,End User License Agreement,Blizzard may remove any User Content and any related content or elements from the Platform at its sole discretion.<li,The service can delete specific content without prior notice and without a reason,,True,50.0,blocker,The service can delete specific content without reason and may do it without prior notice
https://www.blizzard.com,1775.0,E,10565,,End User License Agreement,"INCLUDING WITHOUT LIMITATION ANY IMPLIED WARRANTIES OF CONDITION, UNINTERRUPTED OR ERROR-FREE USE, ","The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",,True,30.0,bad,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service"
https://www.blizzard.com,1775.0,E,10566,,End User License Agreement,"The entitlement to a replacement or a refund for a major failure is not subject to Blizzards option.To submit a warranty claim to Blizzard, please call 1800 041 378 or send to PO Box 544, Pyrmont NSW 2009 Australia.",Users are entitled to a refund if certain thresholds or standards are not met by the service,,True,30.0,good,Users are entitled to a refund if certain thresholds or standards are not met by the service
https://www.blizzard.com,1775.0,E,10567,,End User License Agreement,"Blizzard, its parent, subsidiaries, Licensors and affiliates shall not be liable for any loss or damage arising out of your use of, or inability to access or use, the Platform or Account(s).",This service assumes no liability for any losses or damages resulting from any matter relating to the service,,True,50.0,bad,This service assumes no liability for any losses or damages resulting from any matter relating to the service
https://www.blizzard.com,1775.0,E,10568,,End User License Agreement,Blizzards liability shall never exceed the total fees paid by you to Blizzard during the six (6) months prior to your making a claim against Blizzard.,Any liability on behalf of the service is only limited to the fees you paid as a user,,True,10.0,bad,Any liability on behalf of the service is only limited to the fees you paid as a user
https://www.blizzard.com,1775.0,E,10569,,End User License Agreement,"You hereby agree to defend and indemnify Blizzard, its parent, subsidiaries, Licensors and affiliates against and from any third party claims, liabilities, losses, injuries, damages, costs or expenses incurred by Blizzard arising out of or from your use of the Platform or Account(s), or any specific services or features associated therewith, including but not limited to User Content, Custom Games, Game Editors, Blizzard Balance, and this Agreement.","You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",,True,60.0,bad,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service"
https://www.blizzard.com,1775.0,E,10570,,End User License Agreement,New Agreements will not be applied retroactively.You will be given an opportunity to review the New Agreement before choosing to accept or reject its terms.,"Conditions may change, but your continued acceptance is not inferred from an earlier acceptance",,True,50.0,neutral,"Conditions may change, but your continued acceptance is not inferred from an earlier acceptance"
https://www.blizzard.com,1775.0,E,10571,,End User License Agreement,"This Agreement shall be governed by, and will be construed under, the laws of the United States of America and the law of the State of Delaware, without regard to choice of law principles.</li",The court of law governing the terms is in location X,,True,,neutral,The court of law governing the terms is in location X
https://www.blizzard.com,1775.0,E,10572,,End User License Agreement,"Blizzards failure to enforce a provision of this Agreement shall not be construed as a (1) waiver of such provision, or (2) diminishment of any right to enforce such provisions.",Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,,True,10.0,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision
https://www.blizzard.com,1775.0,E,10573,,End User License Agreement,"li>If any part of this Agreement is determined to be invalid or unenforceable, then that portion shall be severed, and the remainder of this Agreement shall be given full force and effect",Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,,True,10.0,neutral,Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder
https://www.blizzard.com,1775.0,E,10574,,End User License Agreement,"The provisions of Sections 2, 5, 6, 7, 8, 11, 12, and 13 shall survive termination of this Agreement for any reason.","defend, indemnify, hold harmless; survives termination",,True,80.0,bad,"defend, indemnify, hold harmless; survives termination"
https://www.blizzard.com,1775.0,E,10575,,Blizzard Entertainment Dispute Resolution Policy,"If a Dispute cannot be resolved through negotiations, either you or Blizzard may elect to have the Dispute (except as set forth in Section 5 below) finally and exclusively resolved by binding arbitration.",This service forces users into binding arbitration in the case of disputes,,True,50.0,bad,This service forces users into binding arbitration in the case of disputes
https://www.blizzard.com,1775.0,E,10576,,Blizzard Entertainment Dispute Resolution Policy,"You and Blizzard agree that any arbitration or court proceeding shall be limited to the Dispute between Blizzard and you individually.YOU ACKNOWLEDGE AND AGREE THAT:A CLAIM BY, OR ON BEHALF OF, OTHER PERSONS, WILL NOT BE CONSIDERED IN, JOINED WITH, OR CONSOLIDATED WITH, THE ARBITRATION PROCEEDINGS OR ANY COURT PROCEEDINGS BETWEEN YOU AND BLIZZARD;THERE IS NO RIGHT OR AUTHORITY FOR ANY DISPUTE TO BE ARBITRATED, ADJUDICATED, OR RESOLVED THROUGH COURT PROCEEDINGS ON A CLASS-ACTION BASIS OR TO UTILIZE CLASS ACTION PROCEDURES.ANDYOU WILL NOT HAVE THE RIGHT TO PARTICIPATE AS A CLASS REPRESENTATIVE, PRIVATE ATTORNEY GENERAL, OR AS A MEMBER OF ANY CLASS OF CLAIMANTS FOR ANY DISPUTE SUBJECT TO ARBITRATION OR ANY DISPUTE BROUGHT IN COURT.Any Dispute regarding the prohibitions in the prior sections shall be resolved by the arbitrator in accordance with this Agreement.If, for any reason, this class or collective action waiver is deemed unenforceable by a court or arbitrator,",You waive your right to a class action.,,True,50.0,bad,You waive your right to a class action.
https://www.mint.com,2765.0,,758,,Terms of Use,The policy may be updated from time to time at our discretion.Changes will be effective upon posting to the site.," Terms may be changed any time at their discretion, without notice to the user ",,True,70.0,bad," Terms may be changed any time at their discretion, without notice to the user "
https://www.mint.com,2765.0,,996,,Privacy Policy,"Intuit may make anonymous or aggregate personal information and disclose such data only in a non-personally identifiable manner to:Advertisers and other third parties for their marketing and promotional purposes, such as the number of users who applied for a credit card or how many users clicked on a particular Intuit Offer;Organizations approved by Intuit that conduct research into consumer spending.andUsers of the Service for purposes of comparison of their personal financial situation relative to the broader community.Such information does not identify you individually.",Only aggregate data is given to third parties,,True,10.0,neutral,Only aggregate data is given to third parties
https://www.grammarly.com,818.0,,691,,Privacy Policy,"we&nbsp;determine that the access, preservation, or&nbsp;disclosure of&nbsp;your Personal Data is&nbsp;required by&nbsp;law to&nbsp;protect the rights, property, or&nbsp;personal safety of&nbsp;Grammarly and users of&nbsp;our Site, Software, and/or Services, or&nbsp;to respond to lawful requests by public authorities, including national security or law enforcement requests",No promise to inform about government requests,{'terms': 'http://www.grammarly.com/terms'},True,50.0,bad,This service reserves the right to disclose your personal information without notifying you
https://www.grammarly.com,818.0,,1022,,Privacy Policy,"Through the use of cookies, we help deliver advertisements for relevant Grammarly products and services to you.For more details on cookies, please see the Does Grammarly use cookies? section below.",Grammarly uses third-party cookies and Google to show ads,https://www.grammarly.com/privacy-policy,True,10.0,neutral,This service requires first-party cookies
https://www.grammarly.com,818.0,,1103,,Privacy Policy,"Grammarly uses cookies and similar technologies, including tracking pixels and web beacons, to&nbsp;collect usage and analytic data that helps&nbsp;us provide our Site, Software, and/or Services to&nbsp;you, as well as to help deliver ads for relevant Grammarly products and services to&nbsp;you when you visit certain pages on&nbsp;the Site and then visit certain third-party sites","The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",{'terms': 'http://privacy-policy.truste.com/verified-policy/www.grammarly.com'},True,50.0,bad,"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users."
https://www.grammarly.com,818.0,,8493,,Terms of Service and License Agreement,"Terms of&nbsp;Service and License AgreementEffective as of October 2, 2020<p",There is a date of the last update of the terms,,True,50.0,neutral,There is a date of the last update of the terms
https://www.amazon.com,10.0,C,622,,Conditions of Use,"If you do post content or submit material, and unless we indicate otherwise, you grant Amazon a nonexclusive, royalty-free, perpetual, irrevocable, and fully sublicensable right to use, reproduce, modify, adapt, publish, perform, translate, create derivative works from, distribute, and display such content throughout the world in any media.You grant Amazon and sublicensees the right to use the name that you submit in connection with such content, if they choose.",This service can license user content to third parties,https://www.amazon.com/gp/help/customer/display.html/ref=hp_left_v4_sib?ie=UTF8&nodeId=201909000,True,50.0,bad,This service can license user content to third parties
https://www.amazon.com,10.0,C,706,,Conditions of Use,"Amazon reserves the right to refuse service, terminate accounts, terminate your rights to use Amazon Services, remove or edit content, or cancel orders in its sole discretion.",They may stop providing the service at any time,https://www.amazon.com/gp/help/customer/display.html/ref=hp_left_v4_sib?ie=UTF8&nodeId=201909000,True,40.0,bad,They may stop providing the service at any time
https://www.amazon.com,10.0,C,1370,,Conditions of Use,"You are responsible for maintaining the confidentiality of your account and password and for restricting access to your account, and you agree to accept responsibility for all activities that occur under your account or password.",Users are responsible for maintaining the security of their Amazon account and for the activities on their account,https://www.amazon.com/gp/help/customer/display.html/ref=hp_left_v4_sib?ie=UTF8&nodeId=201909000,True,10.0,neutral,You are responsible for maintaining the security of your account and for the activities on your account
https://www.amazon.com,10.0,C,5922,,Conditions of Use,"THE AMAZON SERVICES AND ALL INFORMATION, CONTENT, MATERIALS, PRODUCTS (INCLUDING SOFTWARE) AND OTHER SERVICES INCLUDED ON OR OTHERWISE MADE AVAILABLE TO YOU THROUGH THE AMAZON SERVICES ARE PROVIDED BY AMAZON ON AN ""AS IS"" AND ""AS AVAILABLE"" BASIS, UNLESS OTHERWISE SPECIFIED IN WRITING.AMAZON MAKES NO REPRESENTATIONS OR WARRANTIES OF ANY KIND, EXPRESS OR IMPLIED, AS TO THE OPERATION OF THE AMAZON SERVICES, OR THE INFORMATION, CONTENT, MATERIALS, PRODUCTS (INCLUDING SOFTWARE) OR OTHER SERVICES INCLUDED ON OR OTHERWISE MADE AVAILABLE TO YOU THROUGH THE AMAZON SERVICES, UNLESS OTHERWISE SPECIFIED IN WRITING.YOU EXPRESSLY AGREE THAT YOUR USE OF THE AMAZON SERVICES IS AT YOUR SOLE RISK",The service is provided 'as is' and to be used at the users' sole risk,https://www.amazon.com/gp/help/customer/display.html/ref=hp_left_v4_sib?ie=UTF8&nodeId=201909000,True,20.0,bad,The service is provided 'as is' and to be used at the users' sole risk
https://www.amazon.com,10.0,C,5923,,Conditions of Use,"Any dispute or claim relating in any way to your use of any Amazon Service, or to any products or services sold or distributed by Amazon or through Amazon.com will be resolved by binding arbitration, rather than in court, except that you may assert claims in small claims court if your claims qualify.",This service forces users into binding arbitration in the case of disputes,https://www.amazon.com/gp/help/customer/display.html/ref=hp_left_v4_sib?ie=UTF8&nodeId=201909000,True,50.0,bad,This service forces users into binding arbitration in the case of disputes
https://www.amazon.com,10.0,C,5925,,Conditions of Use,"Please review our other policies, such as our pricing policy, posted on this site.These policies also govern your use of Amazon Services",This service employs separate policies for different parts of the service,https://www.amazon.com/gp/help/customer/display.html/ref=hp_left_v4_sib?ie=UTF8&nodeId=201909000,True,,neutral,This service employs separate policies for different parts of the service
https://www.amazon.com,10.0,C,5926,,Conditions of Use,"We reserve the right to make changes to our site, policies, Service Terms, and these Conditions of Use at any time"," Terms may be changed any time at their discretion, without notice to the user ",https://www.amazon.com/gp/help/customer/display.html/ref=hp_left_v4_sib?ie=UTF8&nodeId=201909000,True,70.0,bad," Terms may be changed any time at their discretion, without notice to the user "
https://www.amazon.com,10.0,C,5929,,EU-US and Swiss-US Privacy Shield,"The Amazon Group Companies are subject to the investigatory and enforcement powers of the Federal Trade Commission (FTC).We may be required to disclose personal information that we handle under the Privacy Shield in response to lawful requests by public authorities, including to meet national security or law enforcement requirements.",This service can share your personal information to third parties ,https://www.amazon.com/gp/help/customer/display.html/ref=hp_left_v4_sib?ie=UTF8&nodeId=202135380,True,10.0,bad,Your personal data is given to third parties
https://www.amazon.com,10.0,C,5930,,Amazon Maps Terms of Use,"We may terminate the Agreement or restrict, suspend or terminate your use of the Service at our discretion at any time without notice.",The service can delete your account without prior notice and without a reason,https://www.amazon.com/gp/help/customer/display.html?nodeId=201544030,True,60.0,bad,The service can delete your account without prior notice and without a reason
https://www.amazon.com,10.0,C,10790,,Conditions of Use,"If any of these conditions shall be deemed invalid, void, or for any reason unenforceable, that condition shall be deemed severable and shall not affect the validity and enforceability of any remaining condition.",Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,https://www.amazon.com/gp/help/customer/display.html/ref=hp_left_v4_sib?ie=UTF8&nodeId=201909000,True,10.0,neutral,Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder
https://www.amazon.com,10.0,C,10791,,Conditions of Use,"commercial solicitation, chain letters, mass mailings, or any form of ""spam"" or unsolicited commercial electronic messages.","This service prohibits users sending chain letters, junk mail, spam or any unsolicited messages",https://www.amazon.com/gp/help/customer/display.html/ref=hp_left_v4_sib?ie=UTF8&nodeId=201909000,True,15.0,neutral,"This service prohibits users sending chain letters, junk mail, spam or any unsolicited messages"
https://www.tumblr.com,53.0,,681,,Terms of Service,"2.Modifications to this Agreement Tumblr reserves the right to modify this Agreement by (1) posting a revised Agreement on and/or through the Services and (2) providing notice to you that this Agreement has changed, generally via email where practicable, and otherwise through the Services (such as through a notification on your Tumblr Dashboard or in our mobile applications).Modifications will not apply retroactively.You are responsible for reviewing and becoming familiar with any modifications to this Agreement. We may sometimes ask you to review and to explicitly agree to (or reject) a revised version of this Agreement.In such cases, modifications will be effective at the time of your agreement to the modified version of this Agreement.If you do not agree at that time, you are not permitted to use the Services. In cases where we do not ask for your explicit agreement to a modified version of this Agreement, but otherwise provide notice as set forth above, the modified version of this Agreement will become effective fourteen days after we have posted the modified Agreement and provided you notification of the modifications.Your use of the Services following that period constitutes your acceptance of the terms and conditions of this Agreement as modified.If you do not agree to the modifications, you are not permitted to use, and should discontinue your use of, the Services. Note that, if you have prepaid for any Paid Services (as defined below) prior to a modification of this Agreement, your use of such prepaid Paid Services is governed by the version of this Agreement in effect at the time Tumblr received your prepayment.","Terms may be changed at any time, but you will be notified.",https://www.tumblr.com/policy/en/terms-of-service,True,,neutral,"The service may change its terms at any time, but the user will receive notification of the changes."
https://www.tumblr.com,53.0,,876,,Terms of Service,You retain ownership you have of any intellectual property you post to Tumblr.,You maintain ownership of your Tumblr content,https://www.tumblr.com/policy/en/terms-of-service,True,50.0,good,You maintain ownership of your data
https://www.tumblr.com,53.0,,965,,Privacy Policy,"Agents with whom we share such information for these reasons are generally bound by confidentiality obligations and, unless we tell you differently, our agents do not have any right to use information we share with them beyond the scope and duration of what is necessary to assist us",Third parties used by Tumblr are bound by confidentiality obligations,https://www.tumblr.com/privacy/en,True,20.0,good,Third parties used by the service are bound by confidentiality obligations
https://www.tumblr.com,53.0,,1015,,Terms of Service,19.Special Provisions for Subscribers Located Outside of the United States,Tumblr has provisions for users outside the US,,True,,neutral,The court of law governing the terms is in location X
https://www.tumblr.com,53.0,,1048,,Terms of Service,"We're also going to make it a practice to post old versions so it's easy to see changes/additions/deletions.To see old versions, scroll down to the end of this document.",Tumblr provides access to previous TOS and privacy policy,https://www.tumblr.com/policy/en/terms-of-service,True,50.0,good,This service provides archives of their Terms of Service so that changes can be viewed over time
https://www.tumblr.com,53.0,,1254,,Privacy Policy,"A web tag is code or a pixel embedded in a web page, or email, that allows Tumblr or a third party to see that you have looked at that page.We use cookies and web tags to enable our servers to recognize your web browser and tell us how and when you use the Services, as described above in Information Related to Use of the Services. Our cookies do not, by themselves, contain information that personally identifies you, and we don't combine the general information collected through cookies with other such information to tell us who you are.However, we do use cookies to identify that you have logged in, and that your web browser has accessed the Services, and we may associate that information with your Account if you have one.",The cookies used by this service do not contain information that would personally identify you,https://www.tumblr.com/privacy/en,True,50.0,good,The cookies used by this service do not contain information that would personally identify you
https://www.tumblr.com,53.0,,1329,,Terms of Service,"Tumblr retains the right to create limits on and related to use of the Services in its sole discretion at any time with or without notice.Tumblr may also impose limits on certain Services or aspects of those Services or restrict your access to parts or all of the Services without notice or liability.Tumblr may change, suspend, or discontinue any or all of the Services at any time, including the availability of any product, feature, database, or Content (as defined below).Tumblr may also terminate or suspend Accounts (as defined below) at any time, in its sole discretion.","Tumblr can limit, restrict, suspend Services at any time without prior notice",https://www.tumblr.com/policy/en/terms-of-service,True,40.0,bad,They may stop providing the service at any time
https://www.tumblr.com,53.0,,1347,,Privacy Policy,"Deleting your Account may not fully remove the content you have published from our systems, as caching of, backups of, copies of, or references to your Account Information may not be immediately removed.In addition, given the nature of sharing on the Services, some of the public activity on your Account prior to deletion (such as reblogs of your blog posts) may remain stored on our servers and accessible to the public.",Copies of your content may remain indefinitely on Tumblr's systems,https://www.tumblr.com/privacy/en,True,30.0,blocker,This service holds onto content that you've deleted
https://www.theguardian.com,147.0,,7450,,Privacy Policy,"If you browse our site or view content on our apps, personal data they collect may be connected to your account on their site.For more information on how these organisations use personal data, please read their privacy policies.",The service informs users that its privacy policy does not apply to third party websites,https://www.theguardian.com/help/privacy-policy,True,10.0,neutral,The service informs users that its privacy policy does not apply to third party websites
https://www.theguardian.com,147.0,,7451,,Privacy Policy,"We also use personal data based on the content you have viewed on our sites and apps and your interaction with the content to add you to groups with similar interests and preferences, so that we can make our online advertising more relevant.Sometimes we use data about your interests or demographics that some of our global third parties have collected from you online to add you to these groups, such as Comscore and Neilsen.",The service uses your personal data to employ targeted third-party advertising,https://www.theguardian.com/help/privacy-policy,True,40.0,bad,The service uses your personal data to employ targeted third-party advertising
https://www.theguardian.com,147.0,,7568,,Terms and Conditions,"You agree to defend, indemnify, and hold harmless Guardian, its parents, subsidiaries, and affiliates, and each of their respective officers, directors, and employees from any and all claims, liabilities, costs, and expenses, including, but not limited to, attorneys fees and expenses, arising out a breach by you or any user of your account of these terms and conditions or privacy policy or arising out of a breach of your obligations, representation and warranties under these terms and conditions.","You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",,True,60.0,bad,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service"
https://www.theguardian.com,147.0,,7569,,Terms and Conditions,Our failure to insist upon or enforce any provision of these terms of service shall not be construed as a waiver of any provision or right of Guardian.,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,,True,10.0,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision
https://www.theguardian.com,147.0,,7571,,Privacy Policy,We do not aim any of our products or services directly at children under the age of 13 and we do not knowingly collect personal data about children under 13.Some of our services may have a higher age restriction and this will be shown at the point of registration.,This service is only available to users of a certain age,https://www.theguardian.com/help/privacy-policy,True,15.0,neutral,This service is only available to users over a certain age
https://www.theguardian.com,147.0,,7573,,Terms and Conditions,"In particular, we do not warrant that the Guardian Site or any of its contents is virus free.You must take your own precautions in this respect as we accept no responsibility for any infection by virus or other contamination or by anything which has destructive properties.Although we will do our best to provide constant, uninterrupted access to the Guardian Site, we do not guarantee this.We accept no responsibility or liability for any interruption or delay","The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",,True,30.0,bad,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service"
https://www.theguardian.com,147.0,,11651,,Terms and Conditions,"The Guardian Site is provided as is and as available, without warranty of any kind,",The service is provided 'as is' and to be used at the users' sole risk,,True,20.0,bad,The service is provided 'as is' and to be used at the users' sole risk
https://www.theguardian.com,147.0,,11652,,Privacy Policy,"You also have the right to ask us to delete your personal data or restrict how it is used, consistent with the GDPR.There may be exceptions to the right to erasure for specific legal reasons which, if applicable, we will set out for you in response to your request",You can request access and deletion of personal data,https://www.theguardian.com/help/privacy-policy,True,50.0,good,You can request access and deletion of personal data
https://www.theguardian.com,147.0,,11653,,Privacy Policy,"details of your computer, mobile, TV, tablet or other devices, for example, the unique device ID, unique vendor or advertising ID and browsers used to access our content","The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",https://www.theguardian.com/help/privacy-policy,True,50.0,bad,"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users."
https://www.theguardian.com,147.0,,11654,,Privacy Policy,"If we no longer need your data, we will delete it or make it anonymous by removing all details that identify you.If we have asked for your permission to process your personal data and we have no other lawful grounds to continue with that processing, and you withdraw your permission, we will delete your personal data.",The service's data retention period is kept to the minimum necessary for fulfilling its purposes,https://www.theguardian.com/help/privacy-policy,True,50.0,good,The service's data retention period is kept to the minimum necessary for fulfilling its purposes
https://www.theguardian.com,147.0,,11655,,Terms and Conditions,"IN NO EVENT WILL GUARDIAN OR ITS AFFILIATES, INCLUDING, WITHOUT LIMITATION, THEIR RESPECTIVE OFFICERS, DIRECTORS, EMPLOYEES, SUCCESSORS AND ASSIGNS, BE LIABLE TO YOU OR ANY OTHER PARTY FOR ANY DIRECT OR INDIRECT LOSS, DAMAGE, COST, EXPENSE OR LIABILITY OF ANY KIND (LOSS) ARISING IN ANY WAY OUT OF OR IN CONNECTION WITH THE AVAILABILITY, USE, RELIANCE ON, OR INABILITY TO USE THE GUARDIAN SITE",This service assumes no liability for any losses or damages resulting from any matter relating to the service,,True,50.0,bad,This service assumes no liability for any losses or damages resulting from any matter relating to the service
https://www.theguardian.com,147.0,,11656,,Privacy Policy,"Data we collect may be transferred to, stored and processed in any country or territory where one or more of our Guardian group companies or service providers are based or have facilities.",Your data may be processed and stored anywhere in the world,https://www.theguardian.com/help/privacy-policy,True,25.0,bad,Your data may be processed and stored anywhere in the world
https://www.theguardian.com,147.0,,11698,,Privacy Policy,including how you were referred to our sites via other websites,This service tracks which web page referred you to it,https://www.theguardian.com/help/privacy-policy,True,50.0,bad,This service tracks which web page referred you to it
https://www.blackboard.com,569.0,,9235,, Blackboard Privacy Statement,We do not and will not sell or rent your data to third parties unless this is required in the context of changes to our business structure such as a merger or acquisition.,The service can sell or otherwise transfer your personal data as part of a bankruptcy proceeding or other type of financial transaction.,,True,50.0,bad,The service can sell or otherwise transfer your personal data as part of a bankruptcy proceeding or other type of financial transaction.
https://www.blackboard.com,569.0,,9236,, Blackboard Cookie Statement,"We use third-party cookies such as Eloqua, Acquia Lift, and GetSiteControl",Many third parties are involved in operating the service,,True,50.0,bad,Many third parties are involved in operating the service
https://www.blackboard.com,569.0,,9237,, Blackboard Privacy Shield Statement,"Onward Transfers (Transfer to Third Parties).Blackboard may transfer personal information to certain third parties (as described in our Privacy Statement).Where we transfer personal information to a third party, will take reasonable and appropriate steps to ensure the third party processes personal information for limited and specified purposes and in a manner consistent with Blackboards Privacy Shield obligations.Where the transfer is to a third-party agent acting on our behalf, Blackboard may be liable if such third parties fail to meet those obligations, and we are responsible for the event giving rise to the damage.",Third parties may be involved in operating the service,,True,15.0,bad,Third parties may be involved in operating the service
https://www.blackboard.com,569.0,,9238,, Blackboard Privacy Shield Statement,We offer individuals the opportunity to opt-out of personal information (or to provide explicit opt-in consent for sensitive information) being: (i) disclosed to a third party (other than to a service provider or pursuant to lawful request as set forth below),The service allows you to opt out of providing personal information to third parties,,True,50.0,good,The service allows you to opt out of providing personal information to third parties
https://www.blackboard.com,569.0,,9239,, Blackboard Cookie Statement,"The information we receive from these third-party providers is de-identified, meaning we cannot track it back to you.",This service gathers information about you through third parties,,True,50.0,bad,This service gathers information about you through third parties
https://www.blackboard.com,569.0,,9244,, Blackboard Cookie Statement,"If you choose to delete Flash objects from our Service, then you may not be able to access and use all or part of the Service or benefit from the information and services offered.",Blocking cookies may limit your ability to use the service,,True,50.0,neutral,Blocking first party cookies may limit your ability to use the service
https://www.blackboard.com,569.0,,9245,, Blackboard Cookie Statement,The following table provides information on the types of cookies we use for our websites and products and services. ,The service provides a complete list of all cookies set by its website,,True,40.0,good,The service provides a complete list of all cookies set by its website
https://www.blackboard.com,569.0,,9246,, Blackboard Cookie Statement,We use Blackboard and third-party cookies such as Google Analytics and Siteimprove to gather information about user activities and performance,"This service employs third-party cookies, but with opt-out instructions",,True,5.0,bad,"This service employs third-party cookies, but with opt-out instructions"
https://www.blackboard.com,569.0,,9247,, Blackboard Privacy Shield Statement,"Jurisdiction and Enforcement.As part of our participation in Privacy Shield, we are subject to the investigatory and enforcement powers of the US Federal Trade Commission.Lawful Requests.Blackboard may be required to disclose personal information in response to lawful requests by public authorities, including to meet national security or law enforcement requirements.",The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection.,,True,50.0,bad,The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection.
https://www.blackboard.com,569.0,,9248,, Blackboard Terms of Use,"(iii) Class Action/Jury Trial Waiver. WITH RESPECT TO ALL PERSON AND ENTITIES, REGARDLESS WHETHER THEY HAVE OBTAINED OR USED THE PRODUCTS FOR PERSONAL, COMMERCIAL, OR OTHER PURPOSES, ALL CLAIMS MUST BE BROUGHT IN THE PARTIES INDIVIDUAL CAPACITY, AND NOT AS A PLAINTIFF OR CLASS MEMBER IN ANY PURPORTED CLASS ACTION, COLLECTIVE ACTION, PRIVATE ATTORNEY GENERAL ACTION, OR OTHER REPRESENTATIVE PROCEEDING.THIS WAIVER APPLIES TO CLASS ARBITRATION, AND UNLESS WE AGREE OTHERWISE, THE ARBITRATOR MAY NOT CONSOLIDATE MORE THAN ONE (1) PERSONS CLAIMS.YOU AGREE THAT, BY ENTERING INTO THESE TERMS, YOU AND BLACKBOARD ARE EACH WAIVING THE RIGHT TO A TRIAL BY JURY OR TO PARTICIPATE IN A CLASS ACTION, COLLECTIVE ACTION, PRIVATE ATTORNEY GENERAL ACTION, OR OTHER REPRESENTATIVE PROCEEDING OF ANY KIND RELATING TO THE PRODUCTS OR THESE TERMS.(iv) Limited Applicability of Arbitration and Class Action/Jury Trial Waiver. Certain laws, rules, and regulations that may apply to you may not allow you to pre-agree to binding arbitration or waive your rights to join in a representative proceeding or waive your rights to a jury trial.If such laws apply to you, the arbitration requirements set forth in subsection (ii) and/or the class action/jury trial waiver set forth in subsection (iii) do not apply to you. ",You waive your right to a class action.,https://www.blackboard.com/Footer/Terms-of-Use.aspx,True,50.0,bad,You waive your right to a class action.
https://www.jagex.com,13641.0,,1649,,Terms and Conditions,"restrict access to or delete Virtual Currency or anything acquired by means of Virtual Currency.These actions may result in loss of real money paid in prohibited transactions, such as Account trading",The service can delete specific content without prior notice and without a reason,https://www.jagex.com/en-GB/terms,True,50.0,blocker,The service can delete specific content without reason and may do it without prior notice
https://www.jagex.com,13641.0,,8030,,Cookies Policy,"If you disallow Cookies, your use of our website, products or services may be impaired.",Blocking cookies may limit your ability to use the service,,True,50.0,neutral,Blocking first party cookies may limit your ability to use the service
https://www.jagex.com,13641.0,,8050,,Cookies Policy,We encourage you to review the privacy and cookies polices of the third parties we work with for more information about cookies they set and how to manage them.,The service refers users to external documents for more information,,True,25.0,bad,The service refers users to external documents for more information
https://www.jagex.com,13641.0,,8052,,Privacy Policy,This website is not intended for children under 13 years old and we do not knowingly collect data relating to children under 13 years old.,This service is only available to users of a certain age,https://www.jagex.com/en-GB/terms/privacy,True,15.0,neutral,This service is only available to users over a certain age
https://www.jagex.com,13641.0,,8054,,Privacy Policy,Aggregated Data may be derived from your personal data but is not considered personal data in law as this data does not directly or indirectly reveal your identity.,Your personal data is aggregated into statistics,https://www.jagex.com/en-GB/terms/privacy,True,10.0,neutral,Your personal data is aggregated into statistics
https://www.jagex.com,13641.0,,8063,,Privacy Policy,"We will only use your personal data for the purposes for which we collected it, unless we reasonably consider that we need to use it for another reason and that reason is compatible with the original purpose.",Your personal data is used for limited purposes,https://www.jagex.com/en-GB/terms/privacy,True,60.0,good,Your personal data is used for limited purposes
https://www.jagex.com,13641.0,,8065,,Terms and Conditions,"Jagex reserves the right to stop offering a Jagex Product or a particular part of a Jagex Product at any time either permanently or temporarily, at which point any license granted to you to use the Jagex Product or a part thereof will be automatically terminated or suspended",They may stop providing the service at any time,https://www.jagex.com/en-GB/terms,True,40.0,bad,They may stop providing the service at any time
